Genotype,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,Environment
G71,106.8939,104.2219,96.5779,89.0221,131.42,112.213,92.4952,101.0135,109.2296,104.7629,89.7834,74.6907,105.6504,109.6936,132.1892,79.489,105.0579,55.8686,123.3554,108.8753,106.3579,117.4164,131.912,115.9745,96.2319,91.7247,112.7629,106.8402,134.3434,95.9552,131.4889,121.2127,118.2385,95.438,123.794,107.2607,134.6861,118.1093,91.1235,120.9967,91.5208,79.8434,113.4668,70.2321,99.1632,101.1507,105.2047,115.9222,109.9397,117.6829,134.6077,91.9846,119.6311,110.4724,125.2995,86.2006,122.6615,82.8234,91.1903,115.0584,Environment_3
G72,104.7391,118.1606,79.6888,68.6,94.7799,100.4105,77.4137,79.9101,97.7411,78.3022,108.4779,118.3894,88.4085,78.7049,83.901,108.5856,125.6944,58.903,65.8615,100.0516,107.5602,117.481,112.1373,105.0029,76.8037,79.4741,107.5779,105.1974,51.0563,110.8116,120.4209,95.5635,125.7556,112.0624,70.1221,91.0854,101.7105,83.8841,65.8906,116.5402,72.5878,90.2111,100.1664,80.2428,76.8439,101.3349,104.9464,117.8118,99.8393,113.3159,133.9313,86.2297,66.3972,80.7753,77.3173,96.7994,125.7781,78.9546,134.2609,127.6864,Environment_3
G73,121.74,85.8108,86.7292,115.2069,96.1253,109.8257,126.932,113.8328,139.9297,117.8276,112.9574,114.0002,66.4692,132.0115,84.5053,88.7271,114.3449,88.5925,118.5039,83.4723,82.6198,113.8499,116.2556,106.0913,119.094,89.674,105.412,120.5025,95.7541,104.531,120.5956,93.6124,102.2168,104.2966,136.7335,108.2592,125.5701,83.9843,128.4549,70.5282,98.6152,102.7955,101.6674,113.2648,113.739,98.2933,98.7886,112.3297,109.4459,108.4844,148.7988,110.2247,119.9215,116.7129,129.6666,129.9637,147.6828,95.8185,101.9201,97.795,Environment_3
G74,143.0352,132.3097,106.2926,145.5217,106.8268,133.0417,89.3878,122.7125,132.0544,122.303,130.1949,121.4239,77.6154,129.3324,86.8306,86.527,110.7887,118.7196,131.1001,119.1595,98.5756,107.6171,99.3209,128.2021,107.1156,112.9485,108.7642,135.6701,93.7767,129.9003,95.1376,131.0103,110.147,93.9895,110.1849,103.5874,98.0037,146.6354,150.8606,124.5358,107.6304,115.476,95.1872,136.9347,115.0885,146.1888,87.5227,107.2564,129.4215,118.0523,106.5992,136.6709,111.3915,142.1558,79.706,115.8368,131.0585,115.9584,141.3081,118.3783,Environment_3
G75,111.5979,112.702,123.3426,89.5821,123.9752,85.7785,89.9191,91.2967,105.0291,120.1749,92.7143,68.5663,59.7667,102.4961,87.8773,91.3655,104.1234,101.7069,107.2203,73.1996,79.7138,130.5761,100.1754,53.1679,84.3285,89.1722,103.9268,94.492,119.5442,127.4059,84.8076,87.9202,103.6387,92.2515,80.338,86.1195,86.598,110.7981,109.6671,116.7238,100.2558,73.9574,98.8839,129.6983,91.8791,78.1908,91.3716,99.0138,97.0463,82.0902,127.6908,41.0473,80.9856,136.7816,80.0086,117.08,127.8099,81.3708,92.7438,76.6939,Environment_3
G76,103.4316,68.7082,80.6325,99.2999,69.6548,75.8455,94.1612,119.9511,81.0498,128.4133,117.8383,128.347,118.6702,67.1428,106.8093,121.368,99.8905,127.1466,96.9625,126.421,81.1364,110.4877,90.5804,70.3655,113.204,121.1134,103.3864,47.0639,87.6259,85.4795,100.9235,83.8907,75.5872,103.2988,94.5161,94.5817,119.8046,95.9246,99.5796,91.9691,84.006,77.1493,101.0032,109.147,87.6843,71.8654,40.5409,97.6187,107.0439,93.0218,97.9294,97.4743,99.3308,95.0272,114.7502,91.8923,122.9107,103.3174,128.6105,79.8453,Environment_3
G77,86.2618,131.8474,82.7299,103.1027,100.3016,126.319,106.4986,74.7556,142.0767,94.2511,99.9936,91.3234,88.7318,142.9022,96.9207,92.302,105.986,94.3971,60.2064,110.4543,97.6974,98.549,139.3065,93.0064,100.6943,102.5166,89.1956,72.5053,86.333,88.6702,71.165,101.2666,100.901,91.5747,117.5587,79.1296,57.6428,86.9064,79.8442,109.7457,73.2885,90.733,110.5912,64.6329,115.432,85.7986,58.666,114.9539,47.0132,90.9181,106.8322,90.3909,101.6734,92.3407,109.9901,91.7871,67.8746,95.3554,78.6708,109.3378,Environment_3
G78,103.7218,98.6575,121.3601,113.8224,128.8208,130.7182,113.7447,136.0735,131.2692,96.953,104.1516,96.8753,119.2623,78.7564,125.3837,123.7673,121.1413,113.328,162.226,114.1861,131.4299,130.8091,84.0418,108.6455,91.9455,116.3505,113.9733,107.6414,107.9081,116.6738,114.1233,68.8806,138.42,110.3247,119.1752,126.5387,81.4064,116.8491,104.2683,150.2312,107.7049,106.0529,88.9438,109.4298,116.2717,140.4376,96.0813,84.4964,118.3972,102.0133,115.0643,92.0596,89.4874,108.4481,87.2575,102.7408,130.198,99.7632,89.0828,87.4983,Environment_3
G79,80.2607,115.7933,66.2537,77.7424,104.1195,106.4102,57.0676,81.6416,90.3424,101.9942,124.1681,80.2558,67.3813,112.7035,68.9957,83.4902,120.1477,122.0526,45.2648,100.5572,102.8742,85.0244,98.7705,142.3555,59.7225,108.6347,96.4446,72.8621,111.3267,118.6401,102.4235,70.8225,88.7796,78.7584,65.2809,84.6817,110.5004,64.2462,106.9265,64.8329,69.6739,106.9058,97.8899,112.5473,105.7616,92.1994,60.3441,92.5416,105.1959,77.5376,89.2693,99.6571,103.941,88.3233,101.2538,70.5368,119.8577,101.8292,80.0148,61.8344,Environment_3
G80,114.1687,107.5712,122.1933,90.3888,93.0274,102.0961,115.9329,106.1357,89.0281,71.0787,161.8665,92.7514,122.0503,144.6626,103.3876,66.6244,111.6492,144.8299,94.4886,81.1767,113.4495,106.007,97.6568,92.6925,108.5103,125.932,124.1032,126.697,95.5021,109.3463,75.5172,84.5594,108.2189,120.501,106.3313,71.6536,111.5457,80.7609,113.337,119.1613,79.7592,72.6182,78.3136,107.0965,111.5051,125.8032,96.614,97.6803,79.972,95.2181,131.0779,103.8865,124.0364,96.1953,115.3585,64.7099,118.5982,96.4111,83.8363,143.2344,Environment_3
G81,80.1596,92.8641,84.3175,71.968,93.3324,92.5557,105.8281,71.3245,70.9447,97.3822,128.4883,129.8001,118.7553,89.7251,98.1886,93.5205,88.1452,77.6162,94.4488,69.5463,91.7623,104.8276,51.6383,93.7321,131.392,142.3013,85.8487,94.6258,114.1753,91.1482,123.3789,105.3667,85.5697,98.9161,125.9842,86.1387,98.1591,127.1975,49.0212,89.3792,102.785,129.863,86.5437,79.1987,65.1162,125.6333,93.3567,75.8597,93.29,109.1647,91.5765,104.7243,120.6824,88.605,78.6918,120.8586,116.4132,83.8269,104.0509,97.6483,Environment_3
G82,99.99,100.9122,118.4508,133.3188,105.9834,88.7669,106.4634,68.9178,92.4817,86.1425,101.4078,92.1855,103.4206,111.6429,115.0542,100.0609,95.8956,100.4945,118.1321,87.673,97.8001,94.1934,90.027,106.7564,114.2823,113.8979,119.3226,92.9281,104.3877,133.3649,101.3347,119.8558,127.3182,119.5298,102.515,109.4649,90.7934,66.3145,119.1643,104.9247,100.3287,135.4616,109.6654,97.8067,117.2542,135.4588,83.6396,115.0878,76.5044,105.0248,110.8362,108.2379,101.6024,92.2595,143.8869,89.6393,105.3196,89.6145,96.6156,91.3039,Environment_3
G83,93.9315,103.4415,103.3301,131.4475,115.5833,115.6243,141.8296,129.9203,134.4659,128.0154,104.2867,61.7997,88.3992,110.2203,88.02,112.6423,135.8861,93.6579,76.1156,75.7874,106.3713,105.503,88.651,128.2881,95.4193,106.0649,126.4503,98.1401,89.8175,76.7391,104.0152,104.986,71.4036,114.2431,115.5985,96.2919,106.8336,107.2401,91.4558,98.1292,100.841,97.2264,101.8406,105.5229,73.7802,111.2579,140.3206,99.0334,88.349,124.9329,109.2815,133.7671,129.2577,78.2723,108.9,128.2567,92.6022,106.7235,83.0898,124.701,Environment_3
G84,127.6743,110.9159,92.4377,124.0482,108.3243,139.1316,131.7041,116.5818,129.17,77.4007,112.8543,91.8571,95.2751,112.5941,103.2683,91.2566,79.4434,132.4095,100.0322,103.8673,152.5705,115.4072,99.4466,102.0049,130.7834,92.3536,103.3761,132.5878,126.9126,96.8395,114.5366,127.8155,105.479,73.8858,121.9823,119.7571,128.3348,129.4293,106.7174,110.2649,112.6109,93.4077,95.6063,107.0302,119.5114,109.7467,95.9454,115.3243,102.1618,109.0015,99.6438,113.1996,126.9455,113.7916,139.2518,137.2687,124.3394,103.737,79.8384,82.539,Environment_3
G85,100.4186,126.9145,82.2415,106.823,69.9139,90.429,78.295,99.5385,100.3009,121.7959,99.7687,104.4705,85.6187,112.509,160.6423,97.5268,121.848,89.5835,101.4633,100.7103,115.6076,109.1431,93.4224,112.9528,96.7349,97.0297,108.8315,139.8452,90.3898,94.6269,77.1445,126.3851,111.9331,144.9196,123.3921,134.0837,162.0902,124.6622,109.3729,110.6807,113.6128,135.9315,113.6169,89.0195,142.2911,90.1504,94.9721,88.5568,97.8649,108.2828,106.7836,96.8757,128.4077,184.8358,102.1646,124.7741,110.1608,138.3307,116.1258,128.6981,Environment_3
G86,119.1489,124.1972,94.0317,97.6133,95.4383,149.0165,136.2798,125.5207,94.9318,113.5531,115.2558,139.9492,138.1668,83.3322,115.6485,111.9672,102.6182,100.3659,97.6967,96.0263,107.9611,102.4299,101.5596,137.279,94.1505,166.5007,117.2946,120.4325,135.1912,115.0144,98.4875,96.5115,118.2119,125.0814,126.3465,117.1181,128.5288,106.7834,114.5059,133.6455,99.0735,104.3445,105.1718,129.7119,125.9231,117.3948,111.0891,118.5508,96.0184,138.2599,92.9013,119.4788,143.4831,125.3279,81.4055,100.0106,127.0569,110.9089,99.4548,118.5139,Environment_3
G87,103.7228,85.212,75.4185,103.1258,83.7765,124.8226,82.7881,93.2407,49.5682,97.962,99.7257,102.7838,63.9907,96.9325,93.8737,75.8705,81.2734,61.2826,93.2043,116.38,76.7566,87.9166,102.4489,94.2563,100.6151,79.2947,111.3113,102.8959,124.4699,70.3854,56.7271,88.1261,78.3325,93.0899,57.1959,85.5364,84.8152,66.5361,83.4902,87.1741,48.5476,61.209,101.2831,128.3869,96.1051,63.8941,70.3409,96.7591,108.4269,82.0512,75.9331,55.7028,93.61,117.5734,91.4148,99.6078,91.2506,125.1751,89.2389,91.7423,Environment_3
G88,97.0228,117.917,41.0781,80.7913,80.1999,125.5824,110.8642,81.4309,112.0978,79.8113,107.0743,99.2569,107.6839,142.7192,99.5167,76.9098,106.9434,105.5248,77.176,68.2502,61.8622,108.0725,107.6594,111.137,98.8449,94.0963,88.1382,75.3106,138.5633,112.1573,87.503,105.7129,104.2871,104.3185,82.4678,124.6611,102.5542,119.391,75.6537,90.6653,99.2448,100.684,63.5191,119.6967,131.679,73.0239,89.1814,116.5778,74.9945,99.1789,88.3128,81.0221,119.614,107.2409,104.6917,84.254,59.8987,114.8929,101.8367,88.0413,Environment_3
G89,97.6489,88.6095,83.8704,110.9923,118.7836,100.0594,116.004,89.7668,97.393,120.8224,84.3768,75.1048,74.3124,88.4197,101.4694,73.7658,79.0965,87.3141,86.0624,96.0382,109.9993,80.2407,100.8422,84.528,108.4057,102.4325,75.2008,78.7964,99.4997,57.5283,72.9462,112.7051,111.5361,109.9737,99.2963,62.7623,99.0598,103.8693,87.7456,125.5076,65.2869,126.0056,105.8312,113.9888,65.4604,91.67,97.7418,101.5822,72.6843,103.4007,93.2707,81.1702,78.9241,95.4044,54.8086,101.4219,93.3847,105.5288,106.1521,94.5747,Environment_3
G90,114.0027,119.9774,113.9852,116.0427,98.0717,97.9226,119.6385,132.6049,110.5536,115.7959,138.9655,90.7393,87.845,101.1381,90.1282,107.3447,97.2892,119.1727,108.2958,99.7067,139.8723,107.8371,105.8952,98.5769,99.6007,117.6943,100.5187,91.0952,113.0903,84.4926,119.1337,70.9017,103.6094,135.4581,98.2282,67.1153,91.3116,107.858,75.1213,123.6243,71.2426,77.7185,95.934,126.6682,91.9164,101.9697,100.1054,90.4033,71.4457,81.6044,102.0606,80.5243,114.1453,98.4255,81.5216,77.0128,90.4177,115.9153,109.9094,111.2348,Environment_3
G91,82.2681,130.1087,98.2518,116.0652,87.6891,63.9765,134.0882,100.1321,87.9488,98.7323,104.9169,69.4567,88.1078,88.1261,63.8675,129.776,111.6619,107.8492,106.7969,124.8534,121.0818,113.6081,110.1973,81.6574,111.1016,55.8531,107.01,88.5118,113.9955,70.1875,96.8213,106.5347,86.0417,121.7115,101.6656,101.6194,70.7095,117.9712,102.9547,86.5672,104.7043,79.0613,73.976,109.3434,69.9757,126.1995,80.9639,76.2395,82.2418,91.9275,109.7597,100.2596,111.4082,102.616,72.2427,121.6442,94.3612,106.9001,121.1947,89.1394,Environment_3
G92,89.7371,91.8656,103.4227,72.002,73.2603,94.571,113.9772,118.4014,93.5563,96.8431,110.0734,96.3579,83.1954,109.1937,76.1882,97.0045,89.7629,83.7338,109.4794,105.281,78.8663,112.5931,101.9138,126.181,95.9447,97.645,80.5401,67.1661,77.3787,91.911,71.396,79.8955,70.5794,92.4549,94.5095,84.3106,108.9176,87.0189,94.0231,104.4633,104.5522,103.4412,107.1747,97.2801,132.5632,74.7338,92.0288,96.8409,58.3941,118.0017,89.9458,118.5202,82.2397,80.2494,113.7317,98.5788,95.011,92.5093,81.303,101.9399,Environment_3
G93,91.9389,77.617,109.1213,82.4807,99.5443,93.9807,98.073,90.5498,121.3567,79.341,71.2311,121.6903,115.1009,116.0323,98.3792,59.717,96.3969,116.821,111.741,116.3805,131.1811,95.8519,116.6381,58.6128,112.4243,116.316,102.5733,97.5411,82.4202,120.1451,63.6852,105.8648,126.9858,68.1614,93.9968,96.0603,123.123,106.2262,87.9993,112.8654,127.8537,110.9788,91.7691,85.1565,131.3296,102.3049,87.0571,99.4672,101.6621,104.8495,75.2987,119.819,87.2622,130.1103,100.4472,115.8979,99.7906,97.626,102.3314,95.8273,Environment_3
G94,121.5566,81.5041,97.4926,71.9899,128.7646,107.3849,124.3341,150.5446,101.2664,93.4545,103.9098,99.515,99.0235,85.5181,122.541,83.6632,121.2278,113.2266,101.8603,113.0408,95.3596,121.025,95.0885,78.3817,86.7974,100.3686,62.2113,115.0642,104.5662,127.4298,77.864,117.278,86.7168,83.2516,132.6275,72.5656,87.2103,88.5445,101.9508,97.9673,109.3149,97.3953,131.357,92.4543,100.6312,86.4686,102.6667,98.1314,144.8101,98.3854,80.6727,72.8701,102.8996,106.387,89.5804,109.1651,97.5411,87.3882,119.7761,73.6249,Environment_3
G95,75.3663,77.9661,88.4268,113.0709,52.0237,95.0633,84.3287,98.3366,84.8303,109.233,101.2698,84.8031,97.2571,81.5793,66.1561,70.3357,87.3612,84.0825,66.9199,90.9641,94.728,123.3473,66.9875,74.8381,63.4635,93.6213,93.4643,86.5439,90.5238,60.9297,106.7922,93.407,88.9813,87.3336,59.6921,108.1751,86.8701,90.2031,108.4591,82.1477,76.5517,57.686,85.1602,71.2289,72.4607,77.9629,90.2404,119.0755,97.6024,106.8264,97.3248,100.1746,116.6281,71.6713,66.2841,100.5494,75.6038,81.1028,74.7222,92.5582,Environment_3
G96,110.8854,107.6068,87.9072,88.285,86.3418,103.0435,90.8698,104.3979,88.5434,74.3392,83.369,117.3451,127.3634,101.3626,95.8355,131.8136,84.116,90.0888,107.3844,108.9939,114.4501,87.6583,100.7557,78.3849,84.0707,80.1044,139.0847,79.1716,70.7422,114.2743,116.7269,88.1383,115.7923,115.9281,61.677,99.2854,131.7726,123.5658,131.1613,69.9164,51.4984,97.0215,123.8434,62.7179,88.1155,68.9401,127.9885,105.2428,115.8387,86.5694,92.5983,120.5112,105.95,92.6928,55.3888,122.8261,113.4788,110.212,94.6621,101.8525,Environment_3
G97,57.4786,73.1252,110.0583,132.5015,105.8564,77.9974,94.5841,125.0309,94.372,92.7986,112.4797,118.8505,111.5893,112.505,94.4632,141.698,89.0403,139.3791,83.6261,140.6004,143.5096,94.6013,95.0749,120.2654,103.2925,105.8984,115.4756,126.093,121.4059,85.9026,107.557,116.3119,86.6822,61.8413,91.3816,85.1227,120.2737,78.1062,97.6651,87.5319,111.6818,61.1069,114.7013,91.6351,51.5964,140.3843,117.3739,84.534,97.3883,112.078,100.4341,100.5708,124.2626,116.3418,108.9849,72.5485,104.3296,102.5691,97.4407,118.8102,Environment_3
G98,81.0138,72.2525,81.8728,49.66,93.3835,83.0207,43.6153,88.394,72.0205,81.1576,99.954,120.4866,71.5147,72.3172,77.681,83.6886,96.161,90.2417,117.4486,108.3938,98.577,78.12,117.1827,104.5585,73.1349,94.6483,85.7869,140.1882,84.5296,55.1406,105.6952,96.2023,87.2578,62.7809,76.7429,98.4616,58.4732,96.1866,70.4319,110.7627,109.2037,96.847,107.1283,113.2992,100.6696,95.3809,82.8696,89.3765,72.9772,98.1791,86.0634,99.5746,89.4698,90.2605,120.7502,94.7253,68.091,117.06,104.03,77.9366,Environment_3
G99,86.6888,87.785,96.1252,87.6528,95.8054,126.2613,145.7572,92.9585,108.021,71.7244,99.1838,89.0311,75.9595,69.3947,81.9879,118.908,83.2875,100.4297,82.361,72.6985,109.2531,48.9671,85.9065,107.5146,79.644,108.7916,116.178,104.6301,157.9859,129.9326,65.9087,80.1588,129.192,68.5165,124.3915,118.9471,98.4993,137.6939,94.925,109.3971,101.5981,94.2152,60.4674,125.2282,127.4053,104.9905,89.1582,97.0477,140.684,135.1342,105.2124,123.951,97.9098,140.0324,107.5535,125.8941,100.5315,73.2636,113.762,89.158,Environment_3
G100,119.8261,99.4012,131.6507,103.587,80.125,74.6774,103.4074,74.0922,111.2885,112.4883,123.3685,90.8906,97.0575,89.3728,89.3012,106.603,121.6641,124.435,92.3383,124.4906,72.4477,114.5866,68.502,111.6063,116.6876,121.9912,101.2271,95.2026,113.7849,69.1429,98.6121,130.6303,104.372,124.7998,115.9611,71.1518,98.2752,84.529,91.1146,104.7226,89.9468,110.6337,106.606,87.8903,106.1915,86.6204,81.8184,125.4817,112.5344,103.4825,118.2153,82.8575,106.9479,81.7368,113.0805,96.2325,95.1002,98.9261,110.8146,118.0561,Environment_3
G101,121.4062,86.8279,117.9879,120.2803,113.0299,114.6023,96.5159,147.691,114.3096,107.3895,108.7896,97.1411,122.6467,115.732,102.5742,89.5721,132.4005,133.1148,90.1632,119.8148,112.9102,139.3287,103.2532,100.8495,98.7892,86.5434,79.4758,103.5638,142.4356,112.4253,104.3893,126.7832,102.503,104.4616,103.5311,102.9684,114.2319,95.1667,117.0664,96.5807,112.8084,118.4992,90.9973,112.2174,71.0928,66.4876,107.5424,125.8228,95.3235,102.7304,74.9997,112.2562,117.233,117.3036,94.0208,104.5858,107.6126,115.7703,75.5608,121.3165,Environment_3
G102,111.139,80.4466,88.8337,54.2957,93.2611,96.3073,120.771,95.791,99.5171,65.9537,114.1456,110.8171,89.3345,110.0508,104.4013,48.1277,111.199,108.3714,81.0772,108.4435,68.2705,79.5696,107.0148,90.4438,94.691,75.419,86.1274,113.5289,60.5373,126.6402,86.053,97.2062,111.4763,72.6645,99.5901,96.2982,76.7823,80.9492,83.0303,123.3556,104.4755,64.6609,73.6485,101.3803,91.8883,88.9295,98.3891,96.0042,77.6461,87.5795,66.6576,41.7405,61.8548,93.9557,85.7082,92.0666,67.6959,115.0215,90.3485,101.5451,Environment_3
G103,111.5487,73.3524,65.1455,83.1502,66.5435,70.7966,81.3489,81.4219,145.9646,116.8766,68.5897,97.6306,91.5646,87.8444,77.3685,88.8498,89.9068,92.4902,84.6812,79.5007,108.1365,121.2968,48.1882,142.2261,104.1636,86.5192,75.2351,104.4604,46.719,93.6319,121.3334,80.1185,100.7881,97.6237,146.9144,97.9546,94.4143,130.2318,75.696,102.6503,66.429,73.5287,102.007,82.5181,55.8994,108.3685,87.1617,91.3145,120.6165,71.0415,105.5345,110.8543,99.1003,105.594,52.083,135.7903,106.8256,59.2534,105.1117,46.8845,Environment_3
G104,91.2925,106.9705,92.9751,116.2882,88.14,109.3819,110.9934,116.4611,124.8019,99.7439,125.0715,103.7269,85.3539,117.088,141.3358,71.6321,116.2416,111.104,107.1783,113.2306,111.1574,94.398,122.5791,132.199,79.0633,124.7094,88.5734,113.764,119.3047,91.748,125.9148,118.2282,96.7014,127.8761,140.5464,93.3674,108.54,115.9642,98.5227,125.6785,71.1166,114.1515,125.2689,170.4724,91.3426,113.5837,131.5588,154.4102,114.1022,134.5111,106.6405,97.8506,83.5118,114.8781,108.4561,136.2498,95.0447,116.8674,73.7559,122.368,Environment_3
G105,111.9865,122.0601,118.8084,129.0336,123.2232,112.7718,130.9232,128.9842,91.0101,97.3392,137.8037,122.3128,89.7554,110.2324,69.2155,85.1403,112.2553,120.5157,111.1338,85.3395,125.7676,118.6683,101.48,116.6538,85.48,83.8127,126.4342,134.7079,105.4182,94.095,106.6639,113.6685,122.1769,116.1246,102.1724,104.0937,119.9191,105.4919,97.6163,121.4547,105.1507,117.9318,119.6381,110.9467,92.2316,107.7429,76.3391,115.9807,127.8736,133.7982,88.1971,126.1111,62.1354,80.9556,104.6167,110.7066,106.0548,124.3773,124.1443,74.4121,Environment_3
G106,103.6688,121.5069,88.0096,97.7681,81.285,90.0527,45.9114,72.0804,84.6986,101.0208,89.2851,111.1446,77.1793,97.3753,124.0307,79.6287,113.3608,81.1349,91.8344,152.1055,101.7118,116.3335,84.6094,82.844,96.5393,84.7778,81.2156,123.5683,107.5049,104.9831,114.4363,114.1007,154.1171,82.6443,132.7334,89.5332,90.0217,117.6402,59.1237,90.2892,103.1084,94.7493,97.8669,106.5015,82.8792,119.1095,104.302,58.1694,65.8915,84.3651,123.2896,70.7733,94.46,113.2267,149.5182,112.6483,100.0665,110.3384,115.2234,95.6418,Environment_3
G107,63.9527,89.6218,89.3082,46.4834,100.9108,56.2107,64.8712,87.9158,79.5794,93.1997,64.925,84.1173,93.5607,102.1878,105.3638,86.5756,125.6282,85.9721,91.7277,86.1168,79.1551,65.1332,104.5345,87.2982,74.5902,105.277,72.2101,92.1155,78.57,91.1177,111.4271,122.5542,106.7412,59.5849,100.5851,101.6295,82.5301,84.4075,109.9155,126.2785,83.5067,90.0134,78.9582,112.0367,101.6184,109.5013,73.6907,74.5224,53.9186,110.3173,62.624,90.8634,126.8466,104.0523,73.1736,133.8803,106.75,67.5515,84.7909,102.0656,Environment_3
G108,81.4725,108.105,97.7968,85.8533,81.0521,84.0271,87.6415,76.6147,60.6158,54.2636,125.1315,76.1415,114.683,106.3978,108.8439,95.5705,103.704,98.728,91.1671,119.8998,64.4636,91.8667,103.8643,61.7699,69.122,70.1843,80.5391,63.1227,91.2211,52.8885,106.153,129.9334,96.163,53.864,63.3301,124.4418,54.1198,53.8334,77.7654,84.0101,68.0013,74.5785,78.3251,90.3125,85.5567,63.1381,92.0744,104.6941,93.763,84.8197,74.6557,100.7032,110.8999,94.3679,76.0216,75.3017,79.0619,79.1661,84.0542,56.6455,Environment_3
G109,110.7286,87.2633,96.5302,77.0613,115.5468,94.0111,83.8547,123.9666,124.0708,117.8501,122.4771,90.2836,113.5513,157.3443,129.1467,54.5784,82.0637,92.8751,104.1767,94.575,123.7602,122.7663,144.156,97.3303,106.8181,84.246,96.0654,113.1859,99.9529,126.4858,123.6825,99.4351,116.6035,144.2839,66.0851,130.8439,89.5645,106.4647,73.4844,83.1926,114.28,102.7559,83.1902,84.5315,77.9359,105.773,134.4473,100.7452,90.2254,121.4297,92.2792,155.4278,124.9777,128.7043,82.658,136.0828,116.4841,138.0511,100.0637,72.5899,Environment_3
G110,126.5972,60.2033,105.6033,83.4908,94.5893,105.4387,103.3173,93.2202,109.4982,136.7732,121.8535,59.2988,80.4543,100.5111,96.9327,93.8777,87.1367,122.246,95.9915,100.9557,67.7017,96.622,94.0936,67.4833,69.0992,106.8577,90.1788,92.2974,94.7223,121.4716,120.4845,98.7951,113.0452,111.1128,101.2581,87.7356,80.4975,113.3767,92.4088,112.4269,103.409,71.2387,94.3867,100.4401,88.508,60.051,94.0162,100.786,62.2792,155.7904,113.1535,70.8108,78.5033,108.6787,95.8826,113.7187,89.06,118.5387,106.0907,80.6967,Environment_3
G111,69.8006,102.2492,87.0365,89.7139,83.267,92.3918,107.2925,86.387,67.7926,93.9215,98.1007,92.0537,111.084,114.8747,94.2995,67.7254,98.3996,75.2325,100.6686,128.9483,114.0978,87.6939,120.8862,86.3435,128.4522,111.2047,79.1344,117.6704,97.9109,125.2638,79.0737,93.159,119.2335,125.5414,99.5495,80.3407,113.5568,119.4406,115.9257,99.2755,91.2998,97.7458,105.2017,63.9844,86.8318,121.4655,94.8304,88.9548,135.1378,107.7815,123.581,117.278,79.6047,88.8741,73.3641,103.8776,73.5268,128.2539,89.2736,108.4907,Environment_3
G112,100.4638,95.6438,119.1808,136.2978,81.9257,122.508,60.2631,96.6783,104.646,85.5793,87.7722,113.3315,93.3077,103.2322,118.7981,116.0177,97.2867,92.0637,121.6148,96.115,81.4134,93.5934,108.1889,118.4841,115.5717,125.389,123.2188,122.1459,100.7626,90.8689,130.6324,90.1435,108.489,75.3532,90.0268,96.8551,104.6158,82.654,109.6397,135.2878,123.8743,102.0662,104.0957,86.5127,114.1028,120.543,48.4854,88.8212,125.0847,100.1681,84.2602,115.4558,104.7301,89.9006,84.715,81.455,109.7122,120.5569,106.1681,110.7431,Environment_3
